Index,Product_Name,Description,Brand,Category,Price,Currency,Stock_Quantity,EAN,Color,Size,Availability,Internal_ID,Final_Price
169,Premium Speaker Keyboard One,Reveal second career true now true.,"Hurst, Travis and Cervantes",books & stationery,234,USD,300,9097177895295,MediumAquaMarine,12x18 in,discontinued,2,210.6
170,Smart Charger Mini Smart,Section source land agreement consumer effect.,Frank and Sons,laptops & computers,990,USD,128,6113291224728,LimeGreen,XL,in_stock,38,891.0
171,Premium Freezer Go Wireless One,Sell American type husband watch.,Simpson LLC,smartwatches,420,USD,805,4553708537683,FireBrick,Small,limited_stock,44,378.0
172,Silent Fan Premium Rechargeable,Building coach reflect economy oil.,Ballard-Potter,camping & hiking,44,USD,373,2769181071244,Violet,5x7 in,in_stock,67,39.6
173,Lamp Scanner Vacuum,Suggest back ago onto approach positive.,Keith-Howe,office supplies,668,USD,858,1846697315411,Magenta,Small,discontinued,37,601.2
174,Pro Shaver Grill Premium,Collection Congress company mouth.,Bradshaw LLC,men's clothing,677,USD,900,6108105710719,Magenta,8x10 in,out_of_stock,1,609.3000000000001
175,Advanced Dock Automatic Silent Portable,Hope star recently certain.,Brady PLC,automotive,563,USD,1,1743619969434,LightBlue,Extra Large,out_of_stock,23,506.7
176,Digital Router Keyboard Portable,Position forward fill benefit.,Goodwin Inc,team sports,117,USD,352,9402355839860,AntiqueWhite,8x10 in,pre_order,20,105.3
177,Eco Tablet Cooler Fridge Ultra Wireless Mini,Center sometimes word candidate will kind about.,Wilkins PLC,men's clothing,172,USD,141,3960027897854,Turquoise,50x70 cm,backorder,67,154.8
178,Fast Oven Trimmer 360 Go Sense,Help law enter charge data.,"Frazier, Gamble and Meza",clothing & apparel,687,USD,706,5701284032125,Purple,S,out_of_stock,78,618.3000000000001
179,Eco Vacuum Fan Silent Mini,Sense story fast final such standard.,"Mcguire, Peterson and Pratt",home decor,823,USD,566,9709644646629,Green,10x10 cm,out_of_stock,25,740.7
180,Rechargeable Speakerphone Advanced Air,Force life truth involve care range ground.,Fernandez-Russell,smartwatches,518,USD,502,3140235931476,SlateBlue,30x40 cm,in_stock,57,466.2
181,Portable Speakerphone,Happen voice out follow stock situation.,Mann Ltd,furniture,444,USD,245,9205621303108,LightSlateGray,Small,discontinued,75,399.6
182,Rechargeable Freezer,Save decade process cover bank people.,"Hudson, Mueller and Vargas",home decor,900,USD,330,9883555701131,PaleVioletRed,Extra Large,backorder,36,810.0
183,Smart Charger Stove Watch Advanced,Throughout age scientist.,Levine-Dominguez,headphones & earbuds,753,USD,204,2223525189731,SkyBlue,Extra Large,limited_stock,60,677.7
184,Automatic Router X Advanced,Anyone allow couple economic PM quickly.,Park Group,team sports,259,USD,171,4428135073878,Tomato,10x10 cm,limited_stock,87,233.1
185,Speakerphone,Nearly red view management be support.,Santos PLC,clothing & apparel,124,USD,852,7627406577702,BlanchedAlmond,8x10 in,out_of_stock,22,111.60000000000001
186,Portable Mouse Speaker Cooler Digital Premium Air,Green apply hold hope.,Reyes Group,cycling,3,USD,784,2817279046299,SlateBlue,XXL,pre_order,31,2.7
187,Automatic Drone Clean,Develop policy detail number.,"Branch, Rocha and Orozco",clothing & apparel,186,USD,655,2329348322666,AntiqueWhite,S,in_stock,30,167.4
188,Wireless Webcam Mouse Silent,Goal machine back magazine personal.,Tapia-Russo,kitchen appliances,725,USD,782,828432092925,Snow,Medium,pre_order,16,652.5
189,Wireless Heater Mixer Shaver One Mini Compact,Chair level speak process site position set.,"Hunter, Mullen and Haley",fishing & hunting,292,USD,37,9349307589230,ForestGreen,8x10 in,pre_order,5,262.8
190,Heater,Focus probably onto billion.,"Singh, Allison and Horton",automotive,429,USD,941,6633675192004,HoneyDew,8x10 in,in_stock,9,386.1
191,Smart Brush Touch Smart Fast,Teacher both three miss.,Mclean-Ortega,kids' clothing,765,USD,315,2679446441784,Gold,12x18 in,limited_stock,70,688.5
192,Premium Scooter Dock Shaver Advanced Smart Go,Shoulder wish boy dream main final over.,Brennan-Kline,cameras & accessories,518,USD,249,8258374525328,BlueViolet,15x20 cm,in_stock,72,466.2
193,Heater,Low even member scientist chair fill everyone.,Rasmussen-Mckee,cycling,248,USD,130,4462259172710,Turquoise,50x70 cm,discontinued,75,223.20000000000002
194,Compact Powerbank Iron Brush One Lite 360,Stand record push realize oil community early plant.,Mckee-Golden,haircare,589,USD,222,4074645566739,YellowGreen,XL,in_stock,95,530.1
195,Freezer Powerbank Watch,Small tell employee attention activity top eight.,"Reed, Christian and Walters",sports & outdoors,180,USD,697,4731981423804,SlateGray,15x20 cm,discontinued,84,162.0
196,Ultra Fridge Camera Rechargeable,Teach want to those base understand agreement.,"Morrison, Hodge and Hart",cycling,456,USD,617,1837225956923,DarkRed,30x40 cm,discontinued,85,410.40000000000003
197,Eco Lock Smart Smart Wireless,Listen poor cover account particular two away present.,Stuart and Sons,fragrances,516,USD,429,3092102166842,Coral,15x20 cm,in_stock,21,464.40000000000003
198,Pro Powerbank Projector,Next edge full theory recognize.,Wise Group,cameras & accessories,19,USD,281,7280631221187,GhostWhite,XXL,out_of_stock,57,17.1
199,Advanced Brush,Debate paper trip station.,"Schmidt, Greene and Huerta",men's clothing,836,USD,283,270226149894,Tomato,Small,discontinued,67,752.4
200,Clean Camera Bicycle Speakerphone,Young contain exist major.,Bryant-Bauer,fragrances,752,USD,686,414340892315,Chartreuse,10x10 cm,discontinued,54,676.8000000000001
201,Digital Mouse Pro Mini,Method a discussion.,Oneill-Phillips,fragrances,553,USD,450,2029271816644,DarkGray,30x40 cm,backorder,96,497.7
202,Silent Fridge Cooker Max Plus,Traditional spend every we nearly life build.,Petty Group,books & stationery,565,USD,308,1162443438266,SeaGreen,M,pre_order,43,508.5
203,Smart Trimmer Cooler Ultra Rechargeable,Candidate ask three push nothing management standard wonder.,Soto PLC,women's clothing,162,USD,185,254732240832,LemonChiffon,Medium,backorder,24,145.8
204,Digital Cooker Cooler,Find since author situation war poor.,"Walsh, Benitez and Meza",home decor,46,USD,385,2268779472000,PaleVioletRed,Medium,limited_stock,54,41.4
205,Clean Kettle Brush Fan Portable Smart Digital,Writer pretty public improve seat fight hope.,Byrd-Meza,beauty & personal care,192,USD,298,3649741766249,PaleGreen,Medium,limited_stock,74,172.8
206,Ultra Camera Router Fan,South see benefit.,Osborne-Vaughan,fragrances,725,USD,552,7326817653097,DarkSalmon,5x7 in,discontinued,93,652.5
207,Scanner Mouse,Play television care control enjoy.,Scott-Hendrix,kitchen appliances,143,USD,964,2578124792531,PeachPuff,Small,pre_order,94,128.70000000000002
208,Pro Webcam Webcam Stove One Sense,Big administration still different small near agency.,Cross-Zhang,"accessories (bags, hats, belts)",640,USD,674,835679728043,Salmon,L,limited_stock,89,576.0
209,Portable Webcam Webcam Treadmill Wireless Clean,Too manager left summer discussion rate attack expert.,Cunningham-Smith,cleaning supplies,532,USD,696,4529970004130,LightSkyBlue,Medium,discontinued,96,478.8
210,Digital Projector Fast X Ultra,Also hair leader source success person.,Savage-Woodward,shoes & footwear,608,USD,839,9420267477192,LightSeaGreen,XL,backorder,50,547.2
211,Premium Printer Webcam Pro,Describe friend up wife right.,David-Pope,cameras & accessories,507,USD,95,2417425878004,DarkOrchid,12x18 in,backorder,10,456.3
212,Wireless Powerbank 360 Automatic,Score reflect second local.,"Gamble, Allen and Contreras",fishing & hunting,445,USD,80,5841942570221,MediumTurquoise,15x20 cm,pre_order,45,400.5
213,Rechargeable Camera Monitor Charger X,Interview week manage turn.,Frost-Cook,makeup,256,USD,329,1235639047082,DarkCyan,XXL,limited_stock,53,230.4
214,Portable Watch Fridge,Million manager participant tax.,Santos Group,headphones & earbuds,95,USD,115,6514629498239,BlanchedAlmond,L,limited_stock,99,85.5
215,Clean Bicycle Clock Lamp,Truth charge still information her.,"Mcclure, Bolton and Webb",home & kitchen,468,USD,129,6663939022273,GhostWhite,XXL,limited_stock,77,421.2
216,Pro Radio,Speak anyone sure author front position.,Melton-Bond,books & stationery,977,USD,217,4481641323127,DarkOrchid,5x7 in,in_stock,40,879.3000000000001
217,Compact Camera Drone Fan Prime,Trade light partner note.,Maynard-Becker,furniture,30,USD,215,1378824372269,Silver,XXL,backorder,19,27.0
218,Pro Headphones Advanced,Bag live for economic risk skill.,Daniel PLC,smartwatches,6,USD,22,8354821433786,Orange,Small,out_of_stock,32,5.4
219,Silent Charger Plus,Thank five public hit large.,Reyes-Gonzales,fishing & hunting,476,USD,602,7560616902769,SlateBlue,L,discontinued,97,428.40000000000003
220,Smart Phone Iron Speakerphone Edge,Another cut rock remember page test soon group.,Alvarez-Young,smartwatches,347,USD,161,7829663201905,SpringGreen,8x10 in,backorder,78,312.3
221,Smart Powerbank Eco,Page rather close during lose piece many hotel.,"Dixon, Cervantes and Green",kitchen appliances,153,USD,499,5358048910719,Silver,XL,limited_stock,19,137.70000000000002
222,Compact Scale Trimmer Grill Mini,Own life understand clear.,Contreras PLC,fishing & hunting,488,USD,677,8500213043860,LightGoldenRodYellow,15x20 cm,discontinued,99,439.2
223,Stove Iron,Already nature food decision quality community.,"Patterson, Andersen and Maldonado",shoes & footwear,104,USD,845,5868014735029,DarkOliveGreen,Medium,discontinued,28,93.60000000000001
224,Smart Lamp Speakerphone Headphones,Style recently million couple low decision loss.,Mendoza-Boyd,automotive,207,USD,776,6601726863005,Gold,12x18 in,in_stock,43,186.3
225,Digital Thermostat Camera Watch,Sister yeah fly property most simple.,"Pope, Dudley and Humphrey",books & stationery,781,USD,636,8701811129035,Wheat,100x200 mm,discontinued,37,702.9
226,Digital Powerbank Scooter Ultra One One,Real when degree really drive reality.,"Cummings, Rosario and Oneill",women's clothing,273,USD,365,6716902477935,Cyan,XXL,in_stock,90,245.70000000000002
227,Rechargeable Kettle Max Compact,Decision bag per myself big.,"Mcmillan, Williamson and Hernandez",bedding & bath,130,USD,447,9640239049589,Lavender,15x20 cm,out_of_stock,74,117.0
228,Automatic Brush Compact,Compare chance pressure hold public.,Pittman PLC,bedding & bath,484,USD,906,9151810011210,MistyRose,Extra Large,discontinued,6,435.6
229,Smart Kettle Brush Fan,Hard late manager material stock above.,Mcintosh Group,office supplies,311,USD,722,2274465923169,DimGray,Large,pre_order,54,279.90000000000003
230,Dock Freezer Projector,Bad along agency voice speak.,"Weiss, Marshall and David",cycling,803,USD,488,81727489170,YellowGreen,5x7 in,backorder,7,722.7
231,Clean Radio Edge Edge,Break then cut parent drop dinner hundred.,Leonard-Ayers,cameras & accessories,527,USD,615,3070270883198,OldLace,Large,out_of_stock,22,474.3
232,Mouse Powerbank Printer,Here national itself three wear.,Solis-Swanson,fragrances,934,USD,213,2990513887411,PaleTurquoise,XL,pre_order,96,840.6
233,Powerbank,Matter short fast outside foot treat.,"Elliott, Ward and Cunningham",skincare,352,USD,287,7805247547324,Indigo,L,out_of_stock,74,316.8
234,Eco Watch,Between fire student open growth.,Lamb Group,home decor,768,USD,393,9318920270191,MediumTurquoise,XXL,limited_stock,25,691.2
235,Compact Watch Go,Cultural agreement moment deal myself.,"Bowers, Vargas and Allen",toys & games,561,USD,306,6121781734275,PeachPuff,50x70 cm,discontinued,56,504.90000000000003
236,Ultra Speakerphone Stove Tablet Pro Max,Where appear board positive discussion talk some.,Martin-Gutierrez,clothing & apparel,237,USD,908,6671938743082,Red,15x20 cm,discontinued,67,213.3
237,Compact Iron Monitor Lite,Dinner whom activity read large.,"Stuart, Hester and Vance",smartphones,11,USD,173,911040072905,SteelBlue,15x20 cm,out_of_stock,30,9.9
238,Digital Thermostat Iron Mini,Rock five step little science bag.,Hahn-Conrad,sports & outdoors,672,USD,274,5290439640969,Brown,12x18 in,limited_stock,72,604.8000000000001
239,Wireless Watch Camera Eco Sense,Pattern page politics ok rise public company sometimes.,Blanchard PLC,team sports,776,USD,960,2430728736994,DarkGreen,XXL,backorder,62,698.4
240,Digital Scanner Keyboard Monitor Mini Touch Prime,Each eye class green send.,Stevens Ltd,cameras & accessories,421,USD,641,9793631916123,Ivory,XL,pre_order,21,378.90000000000003
241,Clean Speakerphone Charger X Premium Silent,Result animal government win animal too.,Mcclure Group,sports & outdoors,656,USD,135,1983941893629,Gray,100x200 mm,backorder,44,590.4
242,Mini Lock Edge,Easy Mr him firm.,Hendrix-Downs,women's clothing,722,USD,700,2441289746896,Red,Large,limited_stock,57,649.8000000000001
243,Premium Bicycle Scooter Touch Go Fast,Tend care it across.,"Joyce, Browning and Sexton",smartwatches,567,USD,56,4606134814962,DarkRed,5x7 in,discontinued,66,510.3
244,Eco Speaker Keyboard X Lite Edge,Pressure speech relationship night wait fight animal.,Braun-Lang,kitchen appliances,413,USD,199,2617526410565,Orange,30x40 cm,pre_order,47,371.7
245,Watch Tablet Printer,Catch take decade detail play source administration.,"Ibarra, Hutchinson and Frazier",home & kitchen,706,USD,62,4654537127417,LightPink,10x10 cm,backorder,1,635.4
246,Premium Light Drone Rechargeable,Congress reduce major.,Griffin Inc,beauty & personal care,351,USD,921,6056419607495,LightCyan,Extra Large,limited_stock,21,315.90000000000003
247,Silent Shaver Go Premium,Wide these computer chance enough southern she.,"Potts, Smith and Wilson",automotive,331,USD,920,1056587070652,Gainsboro,12x18 in,in_stock,97,297.90000000000003
248,Advanced Fan Automatic,Quite court student know.,"Stanley, Spence and Shah",laptops & computers,798,USD,761,3812144279597,LightSlateGray,L,discontinued,60,718.2
249,Eco Speaker Powerbank Camera,Else collection discuss dark law movement.,Francis LLC,home decor,116,USD,321,3447182026324,LightSalmon,S,in_stock,63,104.4
250,Clean Kettle Brush Fan Mini Smart,Marriage particularly ball use.,"Cunningham, Barry and Skinner",women's clothing,860,USD,996,3236290501935,DarkSlateBlue,8x10 in,backorder,5,774.0
251,Smart Blender Scale Silent,Themselves parent husband what.,"Reid, Leonard and Santos",cycling,810,USD,239,4135451441051,LightCoral,12x18 in,discontinued,40,729.0
252,Eco Radio Portable Compact Lite,Detail statement old her practice.,Mcclain LLC,home decor,651,USD,454,1976199426978,FloralWhite,12x18 in,out_of_stock,28,585.9
253,Eco Projector Speaker Treadmill Premium Max,Keep record box fill two across.,Mercer and Sons,toys & games,698,USD,542,9177994066495,Moccasin,10x10 cm,discontinued,96,628.2
254,Eco Heater Toaster Stove,Must responsibility once affect ask house beautiful third.,Lane-Woodward,team sports,357,USD,212,3288305363618,CadetBlue,8x10 in,limited_stock,48,321.3
255,Rechargeable Freezer Pro,Best early should anything above.,"Carlson, Zuniga and Huerta",men's clothing,707,USD,889,5608848275694,OliveDrab,Medium,backorder,98,636.3000000000001
256,Smart Clock Lock Air,Sport system town voice start reveal.,"Avery, Hopkins and Lopez",home & kitchen,66,USD,286,9454881527377,AntiqueWhite,L,limited_stock,95,59.4
257,Automatic Tablet Eco Prime Lite,Reflect third former.,Hensley-Parsons,laptops & computers,659,USD,89,7503257171132,FireBrick,12x18 in,in_stock,87,593.1
258,Automatic Watch Grill Edge,Alone you eat bed office prepare.,David LLC,grooming tools,789,USD,518,2309253022790,Magenta,15x20 cm,in_stock,92,710.1
259,Tablet,Ten left treatment write sit enough.,Boyle-Leonard,headphones & earbuds,946,USD,572,6991336653265,SandyBrown,30x40 cm,limited_stock,60,851.4
260,Silent Projector Brush Max Wireless,General forward television.,Ballard-Jacobs,beauty & personal care,335,USD,275,9529755512497,DarkViolet,XL,out_of_stock,72,301.5
261,Clean Fan Rechargeable Portable Air,Could discuss across respond quality manager discover.,"Rush, Bowen and Gibson",sports & outdoors,619,USD,137,7067684105271,PowderBlue,Large,in_stock,24,557.1
262,Automatic Keyboard One Fast Smart,Idea next like not cup.,Watkins Group,"accessories (bags, hats, belts)",168,USD,475,9124270422537,MistyRose,XS,discontinued,8,151.20000000000002
263,Smart Toaster Light Monitor Touch,Adult I consider value continue agreement body.,"Rubio, Carey and Jimenez",headphones & earbuds,905,USD,570,8985671593186,Navy,M,limited_stock,51,814.5
264,Wireless Router,Watch what enough ball.,Palmer-Kirk,skincare,220,USD,715,7566263565692,Navy,Small,limited_stock,39,198.0
265,Mini Scale Lite,Their ground group officer your south to.,Wilkinson Group,shoes & footwear,864,USD,704,6647196199923,Lavender,L,discontinued,57,777.6
266,Wireless Cooker Lite Lite,Particularly these part positive wish.,Lowe-Lin,automotive,591,USD,815,915407396413,Silver,L,in_stock,12,531.9
267,Compact Heater Keyboard Eco,Network trial loss painting interest dinner.,Wallace LLC,skincare,58,USD,570,329482752444,DarkRed,XXL,discontinued,65,52.2
